NM_MUNICIP,CD_GEOCMU,latitude,longitude,COD_TSE
GUAMARÉ,2404507,-5.174435640651215,-36.344034777642115,96415
IELMO MARINHO,2404606,-5.78427222521419,-35.550411829528706,96571
IPANGUAÇU,2404705,-5.5382399747188185,-36.80267050729446,93289
IPUEIRA,2404804,-6.774259648549294,-37.186760699454375,93505
ITAJÁ,2404853,-5.690069574492657,-36.80776123990287,9610
ITAÚ,2404903,-5.818520427938102,-37.91630778695178,7013
JAÇANÃ,2405009,-6.4111178045318375,-36.21420324069168,7005
JANDAÍRA,2405108,-5.358364341727945,-36.14453847526987,7030
JANDUÍS,2405207,-5.996930006544383,-37.47478603750212,7056
JANUÁRIO CICCO,2405306,-6.152788097434941,-35.6065762067178,7072
JAPI,2405405,-6.432771812206773,-35.89900598470639,7021
JARDIM DE ANGICOS,2405504,-5.613678869194285,-35.986842859681104,7048
JARDIM DE PIRANHAS,2405603,-6.334542432997862,-37.285951024986076,7099
JARDIM DO SERIDÓ,2405702,-6.587967434420327,-36.80664732031731,7080
JOÃO CÂMARA,2405801,-5.475715679376774,-35.87367848810417,7110
JOÃO DIAS,2405900,-6.288105471961295,-37.83813785816381,7137
JOSÉ DA PENHA,2406007,-6.340693398681767,-38.28287689677337,7153
JUCURUTU,2406106,-6.05823627490845,-37.02143165773888,7064
JUNDIÁ,2406155,-6.2561121820155785,-35.340348548518044,7102
LAGOA D'ANTA,2406205,-6.384941646411384,-35.62583805152505,7170
LAGOA DE PEDRAS,2406304,-6.1924029777557505,-35.45101833956909,9679
LAGOA DE VELHOS,2406403,-6.010967434986764,-35.84399951516973,7196
LAGOA NOVA,2406502,-6.091993155565352,-36.52005827354811,7218
LAGOA SALGADA,2406601,-6.146993218855388,-35.504793827688104,7234
LAJES,2406700,-5.698303989782724,-36.1805911949586,7129
LAJES PINTADAS,2406809,-6.148084017930684,-36.13413206412852,7250
LUCRÉCIA,2406908,-6.103642163206785,-37.82444837885706,7145
LUÍS GOMES,2407005,-6.373176852309936,-38.40288264104261,7277
MACAÍBA,2407104,-5.9269762584874,-35.428773368305976,7293
MACAU,2407203,-5.194620067538038,-36.52415997093533,7315
MAJOR SALES,2407252,-6.405098121761558,-38.31776283951871,7331
MARCELINO VIEIRA,2407302,-6.280281814554701,-38.15735322859521,7188
MARTINS,2407401,-6.079888417631204,-37.90585575474992,7161
MAXARANGUAPE,2407500,-5.451593302282416,-35.35515935123279,7358
MESSIAS TARGINO,2407609,-6.0928033282482925,-37.485287416030815,7374
MONTANHAS,2407708,-6.504972432366222,-35.2911647778271,7200
MONTE ALEGRE,2407807,-6.098503213769303,-35.405283794121495,7323
MONTE DAS GAMELEIRAS,2407906,-6.430025140900633,-35.80886775972,9555
MOSSORÓ,2408003,-5.1757533838858905,-37.32549276488138,7269
NATAL,2408102,-5.803147168243184,-35.22888381261102,7285
NÍSIA FLORESTA,2408201,-6.054781680554969,-35.173132158477245,7390
NOVA CRUZ,2408300,-6.448762539021738,-35.42891076135949,7307
OLHO D'ÁGUA DO BORGES,2408409,-5.978975383114305,-37.710110010598605,7412
OURO BRANCO,2408508,-6.683901248244853,-36.92143692219714,7439
PARANÁ,2408607,-6.451131141954058,-38.284011546144036,7340
PARAÚ,2408706,-5.784442803246548,-37.11054695795188,7366
PARAZINHO,2408805,-5.291319133498812,-35.94725792884675,7226
PARELHAS,2408904,-6.7139430753720175,-36.619728538770225,7455
RIO DO FOGO,2408953,-5.377448497128823,-35.399870524005955,7471
PASSA E FICA,2409100,-6.442927286795159,-35.61454796017551,7382
PASSAGEM,2409209,-6.28373044975518,-35.395775529728205,7498
PATU,2409308,-6.086838170910197,-37.62134924548676,7510
SANTA MARIA,2409332,-5.7888957798600345,-35.720505881967384,7404
PAU DOS FERROS,2409407,-6.117448266565617,-38.16969194028797,7536
PEDRA GRANDE,2409506,-5.145881565563545,-35.87341399747894,7552
PEDRA PRETA,2409605,-5.524527499905827,-36.07952180122834,7579
PEDRO AVELINO,2409704,-5.474977832894,-36.33159837899739,7595
PEDRO VELHO,2409803,-6.464971374076345,-35.22486186880069,7420
PENDÊNCIAS,2409902,-5.292870359346428,-36.62386390222344,7447
PILÕES,2410009,-6.286526104179073,-38.02906096335909,7463
POÇO BRANCO,2410108,-5.571423792851473,-35.694324670949115,7617
PORTALEGRE,2410207,-6.033042664052472,-38.01464066840465,7480
PORTO DO MANGUE,2410256,-5.085802971981831,-36.84198712114457,7633
SERRA CAIADA,2410306,-6.10474171627741,-35.72764412784319,7650
PUREZA,2410405,-5.4072994474599625,-35.58204369026798,7676
RAFAEL FERNANDES,2410504,-6.196907596988628,-38.223923912382325,7501
RAFAEL GODEIRO,2410603,-6.0686802378995495,-37.7305018321712,7692
RIACHO DA CRUZ,2410702,-5.923606568434493,-37.966781129039475,7714
RIACHO DE SANTANA,2410801,-6.2771955657442104,-38.336059564788826,7242
RIACHUELO,2410900,-5.798325428434517,-35.84956153690297,7730
RODOLFO FERNANDES,2411007,-5.858316416088464,-38.080984441929324,7757
TIBAU,2411056,-4.888423820214706,-37.320925427908286,7773
RUY BARBOSA,2411106,-5.856873722057967,-35.94037238633665,9636
SANTA CRUZ,2411205,-6.248368348365528,-36.006477834105155,7528
SANTANA DO MATOS,2411403,-5.904699655634962,-36.63510930554607,7544
SANTANA DO SERIDÓ,2411429,-6.732085603211333,-36.76542429420597,7560
SANTO ANTÔNIO,2411502,-6.339453864263038,-35.505302685040995,7790
SÃO BENTO DO NORTE,2411601,-5.143978673821703,-35.98888062456333,7811
SÃO BENTO DO TRAIRÍ,2411700,-6.383265737223763,-36.04850708449488,7838
SÃO FERNANDO,2411809,-6.321286760858268,-37.151142963756186,7854
SÃO FRANCISCO DO OESTE,2411908,-5.985270792410256,-38.183610831402966,7870
SÃO GONÇALO DO AMARANTE,2412005,-5.787718320259915,-35.3646942487112,7609
SÃO JOÃO DO SABUGI,2412104,-6.690501616660559,-37.188691470531936,7897
SÃO JOSÉ DE MIPIBU,2412203,-6.064286185551428,-35.289417726101064,7625
SÃO JOSÉ DO CAMPESTRE,2412302,-6.301412547159318,-35.74008674300621,7641
SÃO JOSÉ DO SERIDÓ,2412401,-6.486664684571142,-36.858633605876896,7668
SÃO MIGUEL,2412500,-6.214157782048183,-38.47421900627117,7919
SÃO MIGUEL DO GOSTOSO,2412559,-5.182620273550703,-35.740151518645746,7935
SÃO PAULO DO POTENGI,2412609,-5.933996783109647,-35.75448989583551,7951
SÃO PEDRO,2412708,-5.892416260439607,-35.63029404736183,7978
SÃO RAFAEL,2412807,-5.8375107157906605,-36.878566500071095,7994
SÃO TOMÉ,2412906,-5.988289277145567,-36.12855046005578,7684
SÃO VICENTE,2413003,-6.208039908125525,-36.65977262792789,8010
SENADOR ELÓI DE SOUZA,2413102,-6.0456123680836615,-35.6797318219404,8036
SENADOR GEORGINO AVELINO,2413201,-6.158093265453129,-35.12099685727567,7706
SERRA DE SÃO BENTO,2413300,-6.428469219435824,-35.71868605594447,8079
SERRA DO MEL,2413359,-5.171301294373331,-37.024184762276896,7722
SERRA NEGRA DO NORTE,2413409,-6.587370387391123,-37.36003057097214,7749
SERRINHA,2413508,-6.255284549279013,-35.574398043141436,7765
SERRINHA DOS PINTOS,2413557,-6.144273896510434,-37.99284689340096,8095
SEVERIANO MELO,2413607,-5.769380213753308,-37.972818826067694,8117
SÍTIO NOVO,2413706,-6.088051641686247,-35.92729698393784,7781
TABOLEIRO GRANDE,2413805,-5.9358421224897695,-38.051329489956345,8133
TAIPU,2413904,-5.5967924754980585,-35.585226619117115,8150
TANGARÁ,2414001,-6.212560482256468,-35.83296171763431,7803
TENENTE ANANIAS,2414100,-6.4404748344790645,-38.163988786452066,8176
TENENTE LAURENTINO CRUZ,2414159,-6.159027985994746,-36.722739292811625,7820
TIBAU DO SUL,2414209,-6.241604291732197,-35.1003950391416,7846
TIMBAÚBA DOS BATISTAS,2414308,-6.477495865886829,-37.24727239069581,7862
TOUROS,2414407,-5.276912754581964,-35.62057440460403,8192
TRIUNFO POTIGUAR,2414456,-5.918411939910515,-37.15153726212448,8214
UMARIZAL,2414506,-5.991777486446883,-37.83273332528215,8230
UPANEMA,2414605,-5.610150632022584,-37.291978980502044,8257
VÁRZEA,2414704,-6.351370594362968,-35.36820961897058,7889
VENHA-VER,2414753,-6.320483059114982,-38.52694732874217,7900
VERA CRUZ,2414803,-6.037128962208217,-35.43568668884637,7927
VIÇOSA,2414902,-5.986823869194209,-37.95522455994066,8273
VILA FLOR,2415008,-6.303055039670084,-35.086825357657425,8290
ÁGUA BRANCA,2500106,-7.470442979991504,-37.662283074966936,8311
AGUIAR,2500205,-7.073164200539415,-38.213312852830136,7943
ALAGOA GRANDE,2500304,-7.05949357509712,-35.60438526460421,7960
ALAGOA NOVA,2500403,-7.062071339454403,-35.763160850239906,8338
ALAGOINHA,2500502,-6.959513634539302,-35.52195023902702,9695
ALCANTIL,2500536,-7.6880378687138675,-36.04792770834407,8354
ALGODÃO DE JANDAÍRA,2500577,-6.886673382154759,-35.97158201979556,8370
ALHANDRA,2500601,-7.348985219222357,-34.93362292744805,8397
SÃO JOÃO DO RIO DO PEIXE,2500700,-6.733004669309747,-38.41794487024108,8419
AMPARO,2500734,-7.560903910795572,-37.038865197603,8435
APARECIDA,2500775,-6.787515167521156,-38.066791338515365,7986
ARAÇAGI,2500809,-6.860946207395277,-35.355128263752,8451
ARARA,2500908,-6.8596357239379095,-35.732283256218025,8001
ARARUNA,2501005,-6.524451592607135,-35.75391043671917,8478
AREIA,2501104,-6.952603611085965,-35.70367881002528,8028
AREIA DE BARAÚNAS,2501153,-7.112421902015402,-36.9638430670402,8494
AREIAL,2501203,-7.049390869889554,-35.93092539907457,8516
AROEIRAS,2501302,-7.535340537716025,-35.69184677242908,8532
ASSUNÇÃO,2501351,-7.072671804587007,-36.709847050258745,8559
BAÍA DA TRAIÇÃO,2501401,-6.662878382554376,-34.989004945613296,8575
BANANEIRAS,2501500,-6.699750477354431,-35.59666972945071,8591
BARAÚNA,2501534,-6.621014615081935,-36.26259651639163,8044
BARRA DE SANTANA,2501575,-7.564812415029546,-35.96650126073781,9598
BARRA DE SANTA ROSA,2501609,-6.792000046945307,-36.07596153677353,8613
BARRA DE SÃO MIGUEL,2501708,-7.700976309211684,-36.28533096131379,8060
BAYEUX,2501807,-7.131442393948977,-34.921241758303324,8630
BELÉM,2501906,-6.7052050244438135,-35.497384752873074,8656
BELÉM DO BREJO DO CRUZ,2502003,-6.1488393425409535,-37.365625035550146,8087
BERNARDINO BATISTA,2502052,-6.48522537826158,-38.55920880395186,8672
BOA VENTURA,2502102,-7.429821342492946,-38.18760392957701,8699
BOA VISTA,2502151,-7.271241188880546,-36.22213029025372,8710
BOM JESUS,2502201,-6.822571969447952,-38.63096814001547,8737
BOM SUCESSO,2502300,-6.475110811925844,-37.9490426726567,8753
BONITO DE SANTA FÉ,2502409,-7.289854411658777,-38.47822623637168,8770
BOQUEIRÃO,2502508,-7.508048118724,-36.150420349356665,8109
IGARACY,2502607,-7.154897196944949,-38.12497911305525,8796
BORBOREMA,2502706,-6.793497804144839,-35.600028213981965,8818
BREJO DO CRUZ,2502805,-6.3294600472144555,-37.49732864686901,8125
BREJO DOS SANTOS,2502904,-6.398694775415242,-37.84730378616536,8141
CAAPORÃ,2503001,-7.486349340022329,-34.91943276801857,8834
CABACEIRAS,2503100,-7.452742370815319,-36.29332561268881,8850
CABEDELO,2503209,-7.0270496857104385,-34.84709999152972,8168
CACHOEIRA DOS ÍNDIOS,2503308,-6.946193654138463,-38.695207705819335,8877
CACIMBA DE AREIA,2503407,-7.140756575187617,-37.172651667622105,8184
CACIMBA DE DENTRO,2503506,-6.6252317020999065,-35.81276740744639,8915
CACIMBAS,2503555,-7.2084718309508915,-37.08548961997194,8931
CAIÇARA,2503605,-6.6046201039861545,-35.411926820795905,8206
CAJAZEIRAS,2503704,-6.918325408978586,-38.54055139754552,8958
CAJAZEIRINHAS,2503753,-6.960024711280839,-37.80120176488318,9571
CALDAS BRANDÃO,2503803,-7.12188482987309,-35.339267324886656,8974
CAMALAÚ,2503902,-7.899779824074451,-36.80139257223677,9652
CAMPINA GRANDE,2504009,-7.263511971395391,-35.96616141811397,8990
CAPIM,2504033,-6.9007820610095525,-35.16891687068859,9016
CARAÚBAS,2504074,-7.7731943340321505,-36.50134574538033,8222
CARRAPATEIRA,2504108,-7.041266015164008,-38.33666819188403,8249
CASSERENGUE,2504157,-6.754405850508463,-35.84362189250719,9032
CATINGUEIRA,2504207,-7.138287483069067,-37.59092062647504,9059
CATOLÉ DO ROCHA,2504306,-6.321166089833009,-37.70477162026489,9075
CATURITÉ,2504355,-7.415358233915048,-36.059093067226456,9091
CONCEIÇÃO,2504405,-7.505022863969956,-38.52855068424232,8265
CONDADO,2504504,-6.902511884496528,-37.612126945755385,9113
CONDE,2504603,-7.28250880799709,-34.860501652554014,9130
CONGO,2504702,-7.795669763325452,-36.6480778725111,8281
COREMAS,2504801,-7.050800439739009,-37.97062964238469,9156
COXIXOLA,2504850,-7.644998694701532,-36.63479495329428,9172
CRUZ DO ESPÍRITO SANTO,2504900,-7.150815378437788,-35.103209018004264,8303
CUBATI,2505006,-6.864498904833707,-36.31906485906114,8320
CUITÉ,2505105,-6.54873656477612,-36.07752624700909,8346
CUITEGI,2505204,-6.903355244765624,-35.52292925858074,9199
CUITÉ DE MAMANGUAPE,2505238,-6.905171857469492,-35.253188115816634,8893
CURRAL DE CIMA,2505279,-6.733549883601168,-35.28467921615969,8362
CURRAL VELHO,2505303,-7.53651981399766,-38.16780218810319,9210
DAMIÃO,2505352,-6.6435931390021725,-35.930561870792005,8052
DESTERRO,2505402,-7.299752943178438,-37.09213456384185,9237
VISTA SERRANA,2505501,-6.7564422729905225,-37.575891333247064,8389
DIAMANTE,2505600,-7.424126584678054,-38.315778281812506,8400
DONA INÊS,2505709,-6.610045424820603,-35.647595047053436,9253
DUAS ESTRADAS,2505808,-6.720136378205874,-35.396603201254116,8427
EMAS,2505907,-7.088634480270928,-37.742203215586464,8443
ESPERANÇA,2506004,-6.998064668352059,-35.88961441844147,9270
FAGUNDES,2506103,-7.391123930911754,-35.7802280218694,8460
FREI MARTINHO,2506202,-6.415064763080082,-36.448891726021536,8486
GADO BRAVO,2506251,-7.589687761738631,-35.81272258135416,8508
GUARABIRA,2506301,-6.8779405187721645,-35.44934079256163,8524
GURINHÉM,2506400,-7.148184850942973,-35.438497229643325,9296
GURJÃO,2506509,-7.261176837378329,-36.46147308514943,9318
IBIARA,2506608,-7.492851556907837,-38.40449694068405,8540
IMACULADA,2506707,-7.372071064914807,-37.56140378428663,9334
INGÁ,2506806,-7.279445308700937,-35.621369900082215,9350
ITABAIANA,2506905,-7.349086731626122,-35.35428432005372,9377
ITAPORANGA,2507002,-7.284228359594161,-38.18962667918958,8567
ITAPOROROCA,2507101,-6.8094972144653845,-35.258557742105616,8583
ITATUBA,2507200,-7.406289134079776,-35.647603380973464,9393
JACARAÚ,2507309,-6.595369517310071,-35.269802033802506,9415
JERICÓ,2507408,-6.509111894516736,-37.818526794137725,8605
JOÃO PESSOA,2507507,-7.1653748547971015,-34.869686629526036,9431
JUAREZ TÁVORA,2507606,-7.1593881964747785,-35.571586953208666,9458
JUAZEIRINHO,2507705,-7.057426041575388,-36.55758632965589,9474
JUNCO DO SERIDÓ,2507804,-6.990515386640272,-36.776303649936146,9490
JURIPIRANGA,2507903,-7.354510006738706,-35.214294918043315,8621
JURU,2508000,-7.500756483767809,-37.80293465175025,9512
LAGOA,2508109,-6.5884804107826085,-37.887240597258156,9539
LAGOA DE DENTRO,2508208,-6.678778302728863,-35.36200407149057,9717
LAGOA SECA,2508307,-7.14621052529325,-35.86775492708764,40010
LASTRO,2508406,-6.550998768962186,-38.17784297496446,40037
LIVRAMENTO,2508505,-7.340169659395842,-36.92514810677049,40053
LOGRADOURO,2508554,-6.551989849148217,-35.42840752632792,40070
LUCENA,2508604,-6.919364535704624,-34.90911244864391,40096
MÃE D'ÁGUA,2508703,-7.247480763827426,-37.43883837330002,40118
MALTA,2508802,-6.882703602157627,-37.52557167085673,40134
MAMANGUAPE,2508901,-6.720004910384718,-35.15675525274475,40150
MANAÍRA,2509008,-7.724933284591931,-38.205110527836055,40177
MARCAÇÃO,2509057,-6.74748703328199,-35.00585607896557,40193
MARI,2509107,-7.038180665146638,-35.30620619487822,40215
MARIZÓPOLIS,2509156,-6.821238920475018,-38.33501398818262,40231
MASSARANDUBA,2509206,-7.201538497763983,-35.75673863322582,40258
MATARACA,2509305,-6.556586501670427,-35.04429826527869,40274
MATINHAS,2509339,-7.118670921534674,-35.772279022324284,40290
MATO GROSSO,2509370,-6.547325775623587,-37.736449340631474,40312
MATURÉIA,2509396,-7.284624327011754,-37.358663851313054,40002
MOGEIRO,2509404,-7.294737074004438,-35.497609822686755,40339
MONTADAS,2509503,-7.090703769191679,-35.94334646394146,40355
MONTE HOREBE,2509602,-7.206629431653447,-38.5376927982568,40371
MONTEIRO,2509701,-7.907879881701696,-37.09256366342449,40398
MULUNGU,2509800,-6.999197682626883,-35.42391320579322,41661
NATUBA,2509909,-7.561088671391406,-35.56374253885633,50695
NAZAREZINHO,2510006,-6.950946625519003,-38.325954610498435,40410
NOVA FLORESTA,2510105,-6.47663578662466,-36.20629414750874,40436
NOVA OLINDA,2510204,-7.477450419095973,-38.015167495524544,40452
NOVA PALMEIRA,2510303,-6.675840481673119,-36.42777719423787,40479
OLHO D'ÁGUA,2510402,-7.2839659328188775,-37.75836159269904,40495
OLIVEDOS,2510501,-6.979056062203632,-36.251677895270355,40517
OURO VELHO,2510600,-7.609612934496515,-37.13738420756225,40550
PARARI,2510659,-7.326677568461577,-36.66898319869321,41688
PASSAGEM,2510709,-7.114789736107475,-37.043521306457954,40576
PATOS,2510808,-6.9949758679172325,-37.31816410546768,40592
PAULISTA,2510907,-6.626694368153747,-37.609459423079976,40614
PEDRA BRANCA,2511004,-7.460587850562621,-38.07988719770704,40630
PEDRA LAVRADA,2511103,-6.775006219361192,-36.386391026663055,40657
PEDRAS DE FOGO,2511202,-7.3366845083323,-35.074701695987386,40673
PIANCÓ,2511301,-7.201061019611776,-37.94675196518726,40690
PICUÍ,2511400,-6.493288444494648,-36.33669045257618,40711
PILAR,2511509,-7.2790610723282505,-35.267488560108426,40738
PILÕES,2511608,-6.883226589662974,-35.608286201047704,40029
PILÕEZINHOS,2511707,-6.847803150456013,-35.549745449371564,40754
PIRPIRITUBA,2511806,-6.790175439098396,-35.49524986945502,40770
PITIMBU,2511905,-7.430971447085472,-34.84200511726014,40797
POCINHOS,2512002,-7.061486952957549,-36.09296128831565,40819
POÇO DANTAS,2512036,-6.390579731130111,-38.52242492359023,40835
POÇO DE JOSÉ DE MOURA,2512077,-6.591785093295026,-38.50047360624173,40851
POMBAL,2512101,-6.773214236255281,-37.85135946142053,40878
PRATA,2512200,-7.697073152677407,-37.089068406973794,41700
PRINCESA ISABEL,2512309,-7.654110837438786,-38.0050515819081,40894
PUXINANÃ,2512408,-7.148681679070621,-35.963487738324005,40916
QUEIMADAS,2512507,-7.399316832969763,-35.91440870690618,40932
QUIXABA,2512606,-7.0414870181487155,-37.13979255706417,40959
REMÍGIO,2512705,-6.926223674254067,-35.8481861460459,40975
PEDRO RÉGIS,2512721,-6.6688764078624345,-35.2913678309129,40991
RIACHÃO,2512747,-6.542051661923209,-35.646261618786504,41017
RIACHÃO DO BACAMARTE,2512754,-7.238086025002548,-35.669740770629076,41033
RIACHÃO DO POÇO,2512762,-7.155038096302049,-35.2904153286397,41050
RIACHO DE SANTO ANTÔNIO,2512788,-7.681634919777464,-36.13924808522743,41076
RIACHO DOS CAVALOS,2512804,-6.4777615925669325,-37.63730168454092,41092
RIO TINTO,2512903,-6.797192422093231,-35.03698880054577,41114
SALGADINHO,2513000,-7.097923288999045,-36.83936146530889,41130
SALGADO DE SÃO FÉLIX,2513109,-7.414429994335626,-35.465996208668706,41173
SANTA CECÍLIA,2513158,-7.730668141254822,-35.924477911918125,41190
SANTA CRUZ,2513208,-6.546842349361223,-38.05438149238577,41211
SANTA HELENA,2513307,-6.730493818139937,-38.584487422952144,41238
SANTA INÊS,2513356,-7.666558318332312,-38.57824853427254,41254
SANTA LUZIA,2513406,-6.9182066561368485,-36.906643671717134,41270
SANTANA DE MANGUEIRA,2513505,-7.628141609964075,-38.33114559474756,41297
SANTANA DOS GARROTES,2513604,-7.386954342706053,-37.96233135578075,41726
JOCA CLAUDINO,2513653,-6.476572615345931,-38.48312648075552,41319
SANTA RITA,2513703,-7.066421884905673,-35.00063872519258,41335
SANTA TERESINHA,2513802,-7.090865078860436,-37.44540765917375,41351
SANTO ANDRÉ,2513851,-7.220527936246637,-36.61507969630628,41378
SÃO BENTO,2513901,-6.459033901163262,-37.47138799682599,41394
SÃO BENTINHO,2513927,-6.872059851777054,-37.707407825744866,41416
SÃO DOMINGOS DO CARIRI,2513943,-7.5923984998245775,-36.40218124443835,41432
SÃO DOMINGOS,2513968,-6.803633597786338,-37.951578379102024,41459
SÃO FRANCISCO,2513984,-6.632104143310444,-38.054518752035655,41475
SÃO JOÃO DO CARIRI,2514008,-7.452719648861443,-36.49076341636473,41491
SÃO JOÃO DO TIGRE,2514107,-8.088803284643834,-36.78748288970015,41513
SÃO JOSÉ DA LAGOA TAPADA,2514206,-6.941309333199272,-38.14103496384306,41530
SÃO JOSÉ DE CAIANA,2514305,-7.25945660891117,-38.327854834453284,41556
SÃO JOSÉ DE ESPINHARAS,2514404,-6.812973167777151,-37.37984158236553,41572
SÃO JOSÉ DOS RAMOS,2514453,-7.240498229544044,-35.34850822976337,41599
SÃO JOSÉ DE PIRANHAS,2514503,-7.098274552939392,-38.494752802403454,41610
SÃO JOSÉ DE PRINCESA,2514552,-7.703159863977157,-38.09601045037935,41637
SÃO JOSÉ DO BONFIM,2514602,-7.1479057166931375,-37.300383780830934,41742
SÃO JOSÉ DO BREJO DO CRUZ,2514651,-6.235537003274615,-37.358393515252274,41653
SÃO JOSÉ DO SABUGI,2514701,-6.817474460050608,-36.82146344166493,41670
SÃO JOSÉ DOS CORDEIROS,2514800,-7.42884179480941,-36.865682470734725,41696
SÃO MAMEDE,2514909,-6.9274045095428445,-37.08493200991243,41734
SÃO MIGUEL DE TAIPU,2515005,-7.241311207494673,-35.199831523694485,40045
SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,-7.0873919186310745,-35.85240059572333,41718
SÃO SEBASTIÃO DO UMBUZEIRO,2515203,-8.158105967790437,-37.01492089558629,41750
SAPÉ,2515302,-7.055454602239598,-35.19751139058807,41777
SÃO VICENTE DO SERIDÓ,2515401,-6.907720384752537,-36.447426740023104,41793
SERRA BRANCA,2515500,-7.536019586713966,-36.708974104700005,41815
SERRA DA RAIZ,2515609,-6.705671400183902,-35.45216082585811,41831
SERRA GRANDE,2515708,-7.218005836712122,-38.376787822172545,41769
SERRA REDONDA,2515807,-7.171529164805057,-35.66336702736725,41858
SERRARIA,2515906,-6.833105604419005,-35.644500419979316,41874
SERTÃOZINHO,2515930,-6.7417163579127815,-35.421286774891456,41785
SOBRADO,2515971,-7.180443668747483,-35.25688375243803,41890
SOLÂNEA,2516003,-6.7529181745941065,-35.72503389813298,41912
SOLEDADE,2516102,-7.101995361252668,-36.37041518617632,41939
SOSSÊGO,2516151,-6.7269713946870375,-36.210422178244535,40533
SOUSA,2516201,-6.737983085085912,-38.226610081665775,41955
SUMÉ,2516300,-7.677535362839539,-36.90039075910664,41971
TACIMA,2516409,-6.538179891327141,-35.51819970805664,41998
TAPEROÁ,2516508,-7.220474934596,-36.831567296141785,42013
TAVARES,2516607,-7.6007085791725695,-37.89130988636904,42030
TEIXEIRA,2516706,-7.245192992507935,-37.240318421318456,42056
TENÓRIO,2516755,-6.9611561965001805,-36.62447362480932,42072
TRIUNFO,2516805,-6.606372482571398,-38.573332806767226,42099
UIRAÚNA,2516904,-6.508363116537968,-38.39245723820801,42110
UMBUZEIRO,2517001,-7.680454188179271,-35.73782100936287,42137
VÁRZEA,2517100,-6.78907195920767,-37.030595395799715,42153
VIEIRÓPOLIS,2517209,-6.560140868371289,-38.26758702476624,42170
ZABELÊ,2517407,-8.076760245113157,-37.09607952783783,42196
ABREU E LIMA,2600054,-7.879463582344937,-35.01925041047045,42218
AFOGADOS DA INGAZEIRA,2600104,-7.737413357540065,-37.619905858593796,41807
AFRÂNIO,2600203,-8.618832250323093,-41.0054426555051,42234
AGRESTINA,2600302,-8.45629102124522,-35.945741314580175,42250
ÁGUA PRETA,2600401,-8.729199411572536,-35.481816049567364,42277
ÁGUAS BELAS,2600500,-9.08706077106692,-37.03862279706493,42293
ALAGOINHA,2600609,-8.493891337066449,-36.755418894207786,42315
ALIANÇA,2600708,-7.60284486316181,-35.193092566118985,42374
ALTINHO,2600807,-8.48990676000599,-36.09862044929621,42331
AMARAJI,2600906,-8.365430208624598,-35.465614417363284,42358
ANGELIM,2601003,-8.891927492898136,-36.276593761611814,42390
ARAÇOIABA,2601052,-7.793315085971929,-35.076045605226874,41823
ARARIPINA,2601102,-7.607901499071356,-40.484788122569306,42412
ARCOVERDE,2601201,-8.384616147790593,-37.010406144255576,42439
BARRA DE GUABIRABA,2601300,-8.416755414050199,-35.633125170765595,42455
BARREIROS,2601409,-8.820437914441051,-35.25832069834801,42471
BELÉM DE MARIA,2601508,-8.604416348578772,-35.81505845319992,42498
BELÉM DO SÃO FRANCISCO,2601607,-8.583554281393727,-38.98209140210196,42510
BELO JARDIM,2601706,-8.259026467817554,-36.40519886653976,40061
BETÂNIA,2601805,-8.265286813414294,-37.987609634641,42536
BEZERROS,2601904,-8.217773356184567,-35.78249391830453,42552
BODOCÓ,2602001,-7.656240107795164,-39.96514313408376,42579
BOM CONSELHO,2602100,-9.202664630918564,-36.68365364411262,42595
BOM JARDIM,2602209,-7.785251101871253,-35.586899358529514,42617
BONITO,2602308,-8.495405245258759,-35.70746413334229,42633
BREJÃO,2602407,-9.02676396919999,-36.52969246405845,42650
BREJINHO,2602506,-7.336791184552037,-37.320987211248934,42676
BREJO DA MADRE DE DEUS,2602605,-8.075926602463204,-36.28150964904781,42692
BUENOS AIRES,2602704,-7.737892508991813,-35.34727511564205,42714
BUÍQUE,2602803,-8.649027575326974,-37.12093708068204,42730
CABO DE SANTO AGOSTINHO,2602902,-8.269585904198886,-35.08483522843894,42757
CABROBÓ,2603009,-8.386502473864995,-39.329622111323545,42773
CACHOEIRINHA,2603108,-8.485045877910071,-36.29100602453438,42790
CAETÉS,2603207,-8.803869729901635,-36.658938816670656,42811
CALÇADO,2603306,-8.750821577365906,-36.32171629144995,42838
CALUMBI,2603405,-8.003958991388275,-38.078645373303644,42854
CAMARAGIBE,2603454,-7.987284301487287,-34.996133268379424,42870
CAMOCIM DE SÃO FÉLIX,2603504,-8.349131344696634,-35.77173799850325,42897
CAMUTANGA,2603603,-7.433044845756887,-35.29935207381043,40088
CANHOTINHO,2603702,-8.893305153817963,-36.17686612835261,42919
CAPOEIRAS,2603801,-8.686775751234416,-36.598992327477696,42935
CARNAÍBA,2603900,-7.79634778204157,-37.72709869240438,42951
CARNAUBEIRA DA PENHA,2603926,-8.409114157168876,-38.721423837431495,42978
CARPINA,2604007,-7.819511348127973,-35.305512986943235,42994
CARUARU,2604106,-8.17977283930155,-36.01666172925232,43010
CASINHAS,2604155,-7.756714660405573,-35.72140803436774,43052
CATENDE,2604205,-8.675984398345324,-35.73021781425749,41840
CEDRO,2604304,-7.744159992578932,-39.20377708433706,43079
CHÃ DE ALEGRIA,2604403,-7.999565772123356,-35.2225635422955,40100
CHÃ GRANDE,2604502,-8.229446498835323,-35.473957441094896,41866
