NM_MUNICIP,CD_GEOCMU,latitude,longitude,COD_TSE
ITAPIRA,3522604,-22.431758735902434,-46.77188465962318,74829
ITAPIRAPUÃ PAULISTA,3522653,-24.569018456877057,-49.2229685745368,74080
ITÁPOLIS,3522703,-21.548131814343986,-48.81549453685764,84670
ITAPORANGA,3522802,-23.672875708366398,-49.458123613721426,78557
ITAPUÍ,3522901,-22.250913368971663,-48.70144550713192,78590
ITAPURA,3523008,-20.59518265570092,-51.44054413078888,78611
ITAQUAQUECETUBA,3523107,-23.461971197166186,-46.33389342858956,78638
ITARARÉ,3523206,-24.080579342912987,-49.30321106271768,78573
ITARIRI,3523305,-24.29371063999514,-47.12875109302124,78654
ITATIBA,3523404,-23.00688997070305,-46.814106272615156,78670
ITATINGA,3523503,-23.15346898918881,-48.62957476459776,78697
ITIRAPINA,3523602,-22.29440601443638,-47.834092520856075,78719
ITIRAPUÃ,3523701,-20.657535809102672,-47.1696249848164,78735
ITOBI,3523800,-21.74909907283723,-46.92209999635557,78751
ITU,3523909,-23.30684544996339,-47.28486192996059,78778
ITUPEVA,3524006,-23.14650504718996,-47.06822557638967,78794
ITUVERAVA,3524105,-20.32970879207849,-47.809566232186526,79995
JABORANDI,3524204,-20.650083332834246,-48.416025919878216,78816
JABOTICABAL,3524303,-21.218707800805934,-48.28806035233818,78832
JACAREÍ,3524402,-23.29866870191709,-45.9906450378631,84719
JACI,3524501,-20.945228187847718,-49.580962312633574,78859
JACUPIRANGA,3524600,-24.777286256161336,-48.05418759909642,74845
JAGUARIÚNA,3524709,-22.69168472334413,-47.012402185765886,78875
JALES,3524808,-20.285870137400448,-50.554120464551055,78891
JAMBEIRO,3524907,-23.279313442212853,-45.710668649998894,74861
JANDIRA,3525003,-23.543717739341325,-46.90021138396902,78913
JARDINÓPOLIS,3525102,-20.991910659774245,-47.82604727310334,78930
JARINU,3525201,-23.111867599341913,-46.7212646014901,78956
JAÚ,3525300,-22.29596729786726,-48.55571639202582,78972
JERIQUARA,3525409,-20.340315230650766,-47.5740229858601,78999
JOANÓPOLIS,3525508,-22.938695599177297,-46.20882789052286,84611
JOÃO RAMALHO,3525607,-22.277787047163,-50.79911942195167,75060
JOSÉ BONIFÁCIO,3525706,-21.089320005482755,-49.7794897785659,79014
JÚLIO MESQUITA,3525805,-21.973302637100293,-49.79346611167409,75647
JUMIRIM,3525854,-23.099691066017517,-47.78737796294672,79030
JUNDIAÍ,3525904,-23.194612472694914,-46.91306692660394,79057
JUNQUEIRÓPOLIS,3526001,-21.448911794114483,-51.43501538549016,79073
JUQUIÁ,3526100,-24.213934187656626,-47.6522873394587,75787
JUQUITIBA,3526209,-23.95561258979061,-47.02425177629118,75663
LAGOINHA,3526308,-23.085683203463002,-45.206712625598726,79090
LARANJAL PAULISTA,3526407,-23.01217767609013,-47.86556490455028,79111
LAVÍNIA,3526506,-21.151083191940803,-51.03287920037813,79731
LAVRINHAS,3526605,-22.52034436007693,-44.88881702853639,79138
LEME,3526704,-22.172121599337448,-47.33771830628014,79154
LENÇÓIS PAULISTA,3526803,-22.676004945728877,-48.82510844874138,79170
LIMEIRA,3526902,-22.598589128748003,-47.36407413016386,79197
LINDÓIA,3527009,-22.513258005842204,-46.65445139223546,79219
LINS,3527108,-21.649589542618717,-49.68276040060325,79235
LORENA,3527207,-22.793915983730784,-45.05996203019618,79251
LOURDES,3527256,-20.94909224475111,-50.233624132099145,79278
LOUVEIRA,3527306,-23.083876752780565,-46.93604782565802,79294
LUCÉLIA,3527405,-21.6441852793364,-50.99163272803807,79871
LUCIANÓPOLIS,3527504,-22.47351308334044,-49.55030704045245,74888
LUÍS ANTÔNIO,3527603,-21.55252818720604,-47.782069917870395,79316
LUIZIÂNIA,3527702,-21.672783335542203,-50.350936796877654,79936
LUPÉRCIO,3527801,-22.427042038853134,-49.816913129743384,84530
LUTÉCIA,3527900,-22.32525294814928,-50.38538891859489,79332
MACATUBA,3528007,-22.487030748083736,-48.719223473016605,79359
MACAUBAL,3528106,-20.83820915016032,-49.975218944790065,79375
MACEDÔNIA,3528205,-20.09828462213105,-50.182124126334635,79391
MAGDA,3528304,-20.596444435889627,-50.229732555220366,79413
MAIRINQUE,3528403,-23.5078479922955,-47.229502910443394,74900
MAIRIPORÃ,3528502,-23.317230691112727,-46.56146113159378,79898
MANDURI,3528601,-23.047118892082143,-49.303724200293075,79456
MARABÁ PAULISTA,3528700,-22.12767706960644,-52.05664587874927,74969
MARACAÍ,3528809,-22.652137327001558,-50.74476275924111,79472
MARAPOAMA,3528858,-21.255370016469666,-49.137947900636426,79430
MARIÁPOLIS,3528908,-21.77894764344153,-51.1718290507645,79499
MARÍLIA,3529005,-22.177817104316592,-49.98294219020423,58017
MARINÓPOLIS,3529104,-20.480123197502767,-50.832688219471855,58181
MARTINÓPOLIS,3529203,-22.172292778183984,-51.123470721806065,58033
MATÃO,3529302,-21.609997207273626,-48.430244851416475,58220
MAUÁ,3529401,-23.666295834389878,-46.446618362578825,58408
MENDONÇA,3529500,-21.19440222391342,-49.57002802658461,59277
MERIDIANO,3529609,-20.39847877787799,-50.18650843029209,58050
MESÓPOLIS,3529658,-19.95724128257882,-50.61550157397698,58076
MIGUELÓPOLIS,3529708,-20.184808890638354,-48.10552817466092,58041
MINEIROS DO TIETÊ,3529807,-22.46346697224845,-48.4330265663972,58092
MIRACATU,3529906,-24.195246843906478,-47.394981786102065,58114
MIRA ESTRELA,3530003,-19.95186121940881,-50.12409433255003,58130
MIRANDÓPOLIS,3530102,-21.081286764522016,-51.13056097106304,58157
MIRANTE DO PARANAPANEMA,3530201,-22.349248635367427,-51.99823482301536,58173
MIRASSOL,3530300,-20.827366025031388,-49.50429419525727,58190
MIRASSOLÂNDIA,3530409,-20.5945762652718,-49.48692393124483,58211
MOCOCA,3530508,-21.44923349648975,-47.03285469076046,58300
MOGI DAS CRUZES,3530607,-23.569177352807998,-46.18596622385865,58068
MOGI GUAÇU,3530706,-22.23219700708668,-47.02857650287733,58238
MOGI MIRIM,3530805,-22.451366794043608,-46.98848077488498,58254
MOMBUCA,3530904,-22.94276911004561,-47.60187175805758,58165
MONÇÕES,3531001,-20.863150495325925,-50.07932034270913,58270
MONGAGUÁ,3531100,-24.06995596452091,-46.66710913476043,58297
MONTE ALEGRE DO SUL,3531209,-22.70401781286767,-46.66803976141739,58319
MONTE ALTO,3531308,-21.259267725767558,-48.533049394860925,58335
MONTE APRAZÍVEL,3531407,-20.737541417805414,-49.76600773234446,58351
MONTE AZUL PAULISTA,3531506,-20.90888692697937,-48.68138368779703,58106
MONTE CASTELO,3531605,-21.25477024094276,-51.57157485335598,58262
MONTEIRO LOBATO,3531704,-22.936725859239143,-45.80479976324993,58378
MONTE MOR,3531803,-22.95312804069876,-47.3077717630372,58394
MORRO AGUDO,3531902,-20.688752275038194,-48.15333698150813,59293
MORUNGABA,3532009,-22.89399108321795,-46.78255006791562,58416
MOTUCA,3532058,-21.513707361395912,-48.17007515684159,58432
MURUTINGA DO SUL,3532108,-20.996558385718906,-51.30137373117012,58440
NANTES,3532157,-22.597166647076826,-51.20114560365602,58149
NARANDIBA,3532207,-22.563485264329696,-51.52156743315886,58459
NATIVIDADE DA SERRA,3532306,-23.415330647056226,-45.38179444555479,58475
NAZARÉ PAULISTA,3532405,-23.191577486529212,-46.3662255742257,58386
NEVES PAULISTA,3532504,-20.870441506529414,-49.646415728823186,58491
NHANDEARA,3532603,-20.673113167797688,-50.04681243704735,58513
NIPOÃ,3532702,-20.891585266248466,-49.77844115414946,58530
NOVA ALIANÇA,3532801,-21.062523698856975,-49.51606939616949,58556
NOVA CAMPINA,3532827,-24.190430291636964,-48.97248490560276,58467
NOVA CANAÃ PAULISTA,3532843,-20.371744707315493,-50.91053941981761,58572
NOVA CASTILHO,3532868,-20.77778153919889,-50.34562351196619,58599
NOVA EUROPA,3532900,-21.77413041427601,-48.549492367736036,58610
NOVA GRANADA,3533007,-20.475694107103767,-49.33105170449476,58637
NOVA GUATAPORANGA,3533106,-21.32209065097319,-51.64596954315648,58653
NOVA INDEPENDÊNCIA,3533205,-21.13550455311445,-51.50493892860399,58670
NOVAIS,3533254,-20.98837525601455,-48.9181000818166,58696
NOVA LUZITÂNIA,3533304,-20.868429548595408,-50.249153708604574,58718
NOVA ODESSA,3533403,-22.78419207253989,-47.28481924448056,58734
NOVO HORIZONTE,3533502,-21.46935409327554,-49.283998601193545,58750
NUPORANGA,3533601,-20.70490883671491,-47.72891501429866,59315
OCAUÇU,3533700,-22.43825558453864,-49.938194068288965,58777
ÓLEO,3533809,-22.953480973240065,-49.38316278518692,58246
OLÍMPIA,3533908,-20.70537976180189,-48.95938522875486,58793
ONDA VERDE,3534005,-20.617326190594827,-49.24377356304049,58815
ORIENTE,3534104,-22.141623360505466,-50.093508863865225,58327
ORINDIÚVA,3534203,-20.2015396801157,-49.35549226069873,58025
ORLÂNDIA,3534302,-20.698044788870487,-47.90586530847256,58122
OSASCO,3534401,-23.52842819903254,-46.78916965078938,58009
OSCAR BRESSANE,3534500,-22.295191979819545,-50.25734539308007,58831
OSVALDO CRUZ,3534609,-21.73295718149578,-50.87401822766852,58858
OURINHOS,3534708,-22.952634819613266,-49.85247866519102,58874
OUROESTE,3534757,-19.922219204298088,-50.402056880127965,58890
OURO VERDE,3534807,-21.51100345543479,-51.73806137715422,58203
PACAEMBU,3534906,-21.495754831391988,-51.274217407928134,60011
PALESTINA,3535002,-20.32093422180705,-49.4979078406496,58912
PALMARES PAULISTA,3535101,-21.10476495332896,-48.82619840858767,58939
PALMEIRA D'OESTE,3535200,-20.438535122727906,-50.74880061254979,58955
PALMITAL,3535309,-22.82919827209621,-50.22102799859653,58289
PANORAMA,3535408,-21.46348545400953,-51.8581083002633,58971
PARAGUAÇU PAULISTA,3535507,-22.459282337760662,-50.626791114306705,58998
PARAIBUNA,3535606,-23.47817134658466,-45.64155359999502,59013
PARAÍSO,3535705,-21.019662460087627,-48.76457104547195,58343
PARANAPANEMA,3535804,-23.43830393820284,-48.79565045009672,59331
PARANAPUÃ,3535903,-20.063672461320085,-50.593865400249136,59030
PARAPUÃ,3536000,-21.852802426387,-50.821971398491534,59056
PARDINHO,3536109,-23.102255751272487,-48.40252430108551,59072
PARIQUERA-AÇU,3536208,-24.6783416579907,-47.850002899259,59099
PARISI,3536257,-20.27175092916601,-50.037416560277,58424
PATROCÍNIO PAULISTA,3536307,-20.70406697527462,-47.289560154388724,59110
PAULICÉIA,3536406,-21.1987066939989,-51.790794951464434,59137
PAULÍNIA,3536505,-22.748510806553725,-47.14509669777189,58360
